Price,Close,High,Low,Open,Volume
Ticker,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA
Date,,,,,
2015-01-02,2.496523380279541,2.682375697530309,2.496523380279541,2.6574104214009315,12710900
2015-01-05,2.294027805328369,2.485427821706631,2.2884798484130724,2.396662627391048,25730600
2015-01-06,2.2357757091522217,2.3661495296744506,2.1581060273835444,2.2968016514872884,29754600
2015-01-07,2.3439581394195557,2.3606017459407,2.2413233154057624,2.3023495199284225,34128300
2015-01-08,2.502072334289551,2.5686462541427058,2.3633765356581895,2.3855678422759077,37487300
2015-01-09,2.576967716217041,2.576967716217041,2.4354979497489637,2.521489454231879,20691700
2015-01-12,2.4327235221862793,2.6241235360837876,2.4022102886299233,2.563097333512218,23207000
2015-01-13,2.4493677616119385,2.554776599410635,2.4216284963076142,2.4216284963076142,22219700
2015-01-14,2.357828140258789,2.4327239846350173,2.3384108166980746,2.4271760267369884,17690000
2015-01-15,2.565871238708496,2.574192909194952,2.396662527931177,2.4382711449045904,27271300
2015-01-16,2.560323715209961,2.643541227777668,2.535358699526711,2.5714196304574233,21205500
2015-01-19,2.4632370471954346,2.571419849189917,2.4493674164974952,2.560323932998604,8273500
2015-01-20,2.466010808944702,2.6490891773097354,2.4327238569275305,2.5658716649962168,17440000
2015-01-21,2.6241235733032227,2.629671265684155,2.4798798678229206,2.524262729576115,12346000
2015-01-22,2.7212107181549072,2.8182975839577296,2.662958492856755,2.679601834632714,25931200
2015-01-23,2.640767812728882,2.8182982441451365,2.6241242025130034,2.6796024623305827,11862600
2015-01-26,2.646315097808838,2.649089076506675,2.554775917109567,2.610254168360463,13347600
2015-01-27,2.6740543842315674,2.74062828644285,2.5353586223541424,2.626897804029949,18123800
2015-01-28,2.3938887119293213,2.5298104854371672,2.3467321350729415,2.5048452077436543,30769100
2015-01-29,2.349505662918091,2.441044820541033,2.2191316069389204,2.416079547636394,54051700
2015-01-30,2.2302279472351074,2.2662888787954945,2.185845343634995,2.227453968374804,35742100
2015-02-02,2.3772456645965576,2.3772456645965576,2.2219065339088497,2.296802120069405,13921700
2015-02-03,2.715663433074951,2.715663433074951,2.4632371491781027,2.466011128340779,20471800
2015-02-04,2.746175527572632,2.940349773889611,2.6324450638699672,2.773914781201094,35123000
2015-02-05,2.6796021461486816,2.812750218541164,2.665732516695543,2.7073414050549593,19204200
2015-02-06,2.504844903945923,2.690697210299875,2.446592684573175,2.6879232321056676,33525300
2015-02-09,2.552001476287842,2.6102536956880926,2.4022100927645003,2.460462312164751,19170100
2015-02-10,2.4493677616119385,2.6962463762884563,2.4493677616119385,2.515941680892829,16487700
2015-02-11,2.4549155235290527,2.518715458252532,2.3994369973715,2.4826545220666105,11451100
2015-02-12,2.599158763885498,2.601932742845641,2.532584856089226,2.5436805073886046,19248800
2015-02-13,2.7128889560699463,2.7628195136705083,2.621349776829693,2.621349776829693,20922500
2015-02-18,2.7600457668304443,2.8321676306351087,2.7184371416960844,2.740628443706568,15097200
2015-02-19,2.6740543842315674,2.7434022651702796,2.640767433125926,2.7434022651702796,12300100
2015-02-20,2.646315097808838,2.704567327757571,2.6158021257561375,2.6851500059550495,9923900
2015-02-23,2.6019325256347656,2.6324454980255174,2.568645574515444,2.6324454980255174,11294700
2015-02-24,2.701793670654297,2.7156633012532154,2.62967180317288,2.62967180317288,15043400
2015-02-25,2.5797414779663086,2.585289171426516,2.4771066358110927,2.507619611195228,32387000
2015-02-26,2.552001476287842,2.6185753657335225,2.518714531565002,2.585288421010682,12633400
2015-02-27,2.629671335220337,2.6629585485507303,2.513167146728574,2.565871416176249,17673200
2015-03-02,2.574193239212036,2.676828070173445,2.5381323097594595,2.5963845397149803,11029100
2015-03-03,2.6379923820495605,2.676827010282539,2.60193146687532,2.6213487809918097,11906300
2015-03-04,2.5381317138671875,2.60747957779297,2.5381317138671875,2.579740590947321,12520600
2015-03-05,2.5547752380371094,2.5797405105994065,2.5242622740949123,2.565870885338008,17478900
2015-03-06,2.5214881896972656,2.5686447548707854,2.5214881896972656,2.538131527675515,10129200
2015-03-09,2.4382710456848145,2.5242625190160837,2.4327233537666397,2.5103928924089596,15704800
2015-03-10,2.3078973293304443,2.4465930873823445,2.2995756579188567,2.402210487132323,22419600
2015-03-11,2.349505662918091,2.37447093582273,2.313444742560401,2.335636037466502,16459800
2015-03-12,2.296802282333374,2.438272056181544,2.2773849557609234,2.410532791471271,14975800
2015-03-13,2.260740280151367,2.291253509881783,2.1997142175022004,2.2440969407903313,31001700
2015-03-16,2.288480043411255,2.3106713438810402,2.213584338190437,2.3023496723401626,17238000
2015-03-17,2.41607928276062,2.4299489066916764,2.260739970906724,2.2746095948377802,24537000
2015-03-18,2.5214881896972656,2.5270358808429862,2.3550532226682437,2.4133054346742924,19371200
2015-03-19,2.410531520843506,2.5159403008222467,2.402209851633396,2.510392609529205,11472400
2015-03-20,2.5409069061279297,2.5409069061279297,2.421628438523267,2.4660113148593794,27842600
2015-03-23,2.557548999786377,2.585287983423064,2.5103924366088255,2.5436793756974954,9867300
2015-03-24,2.5630977153778076,2.5880629958102506,2.5159411333478996,2.5436803926153213,9696700
2015-03-25,2.6962459087371826,2.7128892534006925,2.579741437927841,2.579741437927841,31587700
2015-03-26,2.560323715209961,2.732306697969106,2.5520020433155444,2.7212110472628237,21363700
2015-03-27,2.557548999786377,2.6268968556897088,2.5103924366088255,2.5520010443343937,14525900
2015-03-30,2.6601850986480713,2.6685067713637753,2.5797415569530537,2.601932860555734,11144500
2015-03-31,2.6574106216430664,2.712888870254801,2.582515052152514,2.6490889504865955,9525900
2015-04-01,2.7961065769195557,2.846037136538497,2.6906977646913326,2.718437023266561,19197100
2015-04-02,2.940349817276001,2.951445465982882,2.7794627787556556,2.7905584274625372,15862500
2015-04-06,2.934802532196045,3.0346633934082257,2.9320285532492973,2.973637443826934,11421800
2015-04-07,3.004150152206421,3.0235674740293206,2.887645692186684,2.940350229336225,15768100
2015-04-08,2.9292547702789307,3.1206548159241567,2.8931938384388647,3.0651765609937422,24057800
2015-04-09,3.2010982036590576,3.2066461611661015,2.9320283490144368,2.9486719569943944,23812300
2015-04-10,3.281541109085083,3.314828054147401,3.12342805390379,3.165036669096407,18826500
2015-04-13,3.4452028274536133,3.558933312548847,3.328698363565526,3.328698363565526,31381900
2015-04-14,3.453523635864258,3.578349740381547,3.392497440384719,3.561706400867835,25220000
