Price,Close,High,Low,Open,Volume
Ticker,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
Date,,,,,
2015-01-02,9.710408210754395,10.016140073166113,9.610018098397289,9.902061033017771,5658400
2015-01-05,9.564383506774902,9.641957266167898,9.359041816866679,9.473120823600276,8603000
2015-01-06,9.947690963745117,10.098275246954932,9.61458040851642,9.61458040851642,9879900
2015-01-07,10.312745094299316,10.408571067381088,10.025265434346045,10.18497625983631,6130900
2015-01-08,10.422259330749512,10.440511521354864,10.089148801428724,10.390317344424759,4667300
2015-01-09,10.198663711547852,10.426821732520493,10.171284992730191,10.308179457172265,3577300
2015-01-12,10.330999374389648,10.335562641223005,10.00701526240871,10.089152324700823,4735200
2015-01-13,10.27167797088623,10.554593533118993,10.27167797088623,10.358378294311024,6096400
2015-01-14,9.445743560791016,10.038954139047737,9.441180295376254,9.947690571460296,10902600
2015-01-15,9.555257797241211,9.70127878583244,9.331663049666677,9.49137296196724,5822800
2015-01-16,9.984196662902832,10.13934421861853,9.514191600311708,9.605454305209559,4004300
2015-01-19,9.879242897033691,9.892932692676695,9.719532095947377,9.787980203808544,2139300
2015-01-20,9.920310974121094,10.075458503119757,9.819921754914702,10.075458503119757,2060900
2015-01-21,10.075457572937012,10.166721124047264,9.815357583732641,9.979631627589603,2841600
2015-01-22,9.997885704040527,10.4359496136178,9.92943846295611,10.198665032194855,4077500
2015-01-23,9.363605499267578,10.435948384468904,9.340789174690824,10.198663830993402,7374000
2015-01-26,8.934667587280273,9.176515389867578,8.930104322663109,9.130883614049669,5010900
2015-01-27,8.67000675201416,8.916417887999208,8.478353936366004,8.838844108561764,5926800
2015-01-28,8.619811058044434,8.82971692168281,8.510295295849854,8.542237284362368,4019900
2015-01-29,8.236504554748535,8.765831115998482,8.172620584707484,8.670005160936906,8705800
2015-01-30,8.492042541503906,8.523984527900666,8.053978651387874,8.076794977638313,7360500
2015-02-02,9.00767993927002,9.044185193386816,8.510295307957481,8.647190663660899,6374000
2015-02-03,9.523317337036133,9.683027274865537,9.185642659001115,9.281469492052643,10130700
2015-02-04,9.377296447753906,9.66021284109677,9.199333429410768,9.50962854780166,7812700
2015-02-05,9.331665992736816,9.66021332068607,9.322539460483055,9.381860179424468,4582200
2015-02-06,9.317975044250488,9.413801010025255,9.108069180092471,9.22214820812181,4462400
2015-02-09,9.851865768432617,9.975071338071496,9.222148992736564,9.240402056544097,4581800
2015-02-10,9.308846473693848,9.860989300973625,9.308846473693848,9.710405051779816,5708600
